diagnosis code for pinworms	diagnosis of pinworm can be reached from three simple techniques . the first option is to look for the worms in the perianal reqion 2 to 3 hours after the infected person is asleep .	0
average cost of lasik 2014	read joshua through chronicles to get a good history of israel . reading psalms through song of solomon will give you a good feel for hebrew poetry and wisdom . the prophetic books , isaiah through malachi , can be hard to understand as well .	0
augmentin 875 side effects	do n't waste money buying a ringtone from the itunes store . any song in your itunes library can be made into a ringtone . just open itunes and follow these steps . 1 . figure out which part of the song you want for your ringtone . you 'll need to remember the start and stop time down to the second .	0
most common lung cancer in nonsmokers	accumulating evidence shows striking differences between lung tumors from patients who smoke and those who never smoked . lung cancer in nonsmokers is more common among women -- asian women in particular -- than lung cancer in smokers .	0
what can cause plantar fasciitis	the most common cause of heel pain is plantar fasciitis . it is usually caused by a biomechanical imbalance resulting in tension along the plantar fascia . the diagnosis is typically based on the history and the finding of localized tenderness	1
what type of inflammatory diseases are there	the chief types of inflammatory bowel disease are crohn 's disease and ulcerative colitis ( uc ) . inflammatory bowel diseases fall into the class of autoimmune diseases , in which the body 's own immune system attacks elements of the digestive system .	0
what body system is ileum	the terminal ileum is the distal end of the small intestine that intersects with the large intestine . it contains the ileocecal sphincter a smooth muscle sphincter that controls the flow of chyme into the large intestine	1
who first described down syndrome	the earliest known depiction of a person with down syndrome is an angel in a flemish painting dated 1515 . in 1866 , doctor john langdon down first described down syndrome as a disorder , but he misunderstood how down syndrome arises .	1
what nutrients are in protein	as a fuel , proteins contain 4 kcal per gram , just like carbohydrates and unlike lipids , which contain 9 kcal per gram . the most important aspect and defining characteristic of protein from a nutritional standpoint is its amino acid composition .	1
stages of mad cow disease	`` mad cow '' disease is an infectious disease caused by prions that affect the brains of cattle . the actual name of the disease is bovine spongiform encephalopathy ( bse ) , a name that refers to the changes seen in brain tissue of affected cows .	0
foods that cause acne inflammation	not only do the inflammatory foods above cause inflammation ( meaning redness and swelling of acne ) , they also block your pores ( especially dairy ) and cause your skin to produce excess oil ( especially sugar and refined grains/carbohydrates ) , so you’re really attacking acne from three sides by removing these foods .	0
define symptoms of polio	a less expensive version of the standard dining plan , this plan includes meals , snacks , and nonalcoholic drinks at most counter-service eateries in walt disney world , but no meals at sit-down restaurants .	0
causes of a high potassium level	excess potassium in the diet can also contribute to increased levels in your blood , especially if there is an issue with kidney function . salt substitutes typically contain high amounts of potassium . foods such as melons , orange juice , and bananas are rich in potassium too .	1
respiratory disorders	disorders of the respiratory system can be classified into four general areas : obstructive conditions ( e.g. , emphysema , bronchitis , asthma attacks ) . restrictive conditions ( e.g. , fibrosis , sarcoidosis , alveolar damage , pleural effusion ) . vascular diseases ( e.g. , pulmonary edema , pulmonary embolism , pulmonary hypertension ) .	1
how much sleep should a middle schooler get	select the two network connections that you want to bridge . to do this , click the first network connection , press and hold ctrl , and then click the second network connection . right-click either of the selected network connections , and then click bridge connections .	0
different personality disorders	grade point average has a high level of variability from school to school . for example , a 3.6 gpa at a college preparatory academy in long island may be worth much more than a 4.0 gpa at a rural high school in idaho .	0
categories of gestational diabetes	as with diabetes mellitus in pregnancy in general , babies born to mothers with untreated gestational diabetes are typically at increased risk of problems such as being large for gestational age ( which may lead to delivery complications ) , low blood sugar , and jaundice .	0
how long is it safe to take minocycline	do not take iron supplements , multivitamins , calcium supplements , antacids , or laxatives within 2 hours before or after taking minocycline . these products can make this medicine less effective .	0
what is the antibiotic ampicillin used for	ampicillin is a penicillin antibiotic that fights bacteria . ampicillin is used to treat or prevent many different types of infections such as bladder infections , pneumonia , gonorrhea , meningitis , or infections of the stomach or intestines .	1
how long after ingestion can anaphylaxis occur	most severe allergic reactions occur within seconds or minutes after exposure to the allergen . some reactions can occur after several hours particularly if the allergen causes a reaction after it has been eaten . in very rare cases reactions develop after 24 hours	1
what foods cause bladder irritation	the drug was first discovered in 1855 . although cocaine has been abused for many years it became very popular in the late 1970s and 1980s	0
anxiety disorder definition	another difference is that rna molecules can have a much greater variety of nucleic acid bases . dna has mostly just 4 different bases with a few extra occasionally . the difference in these bases ( between dna and rna ) allows rna molecules to assume a wide variety of shapes and also many different functions .	0
where do they cut for a vasectomy	during a vasectomy , the vas deferens from each testicle is clamped , cut , or otherwise sealed . this prevents sperm from mixing with the semen that is ejaculated from the penis . an egg can not be fertilized when there are no sperm in the semen .	1
what foods has vitamin e	food numerous foods provide vitamin e. nuts , seeds , and vegetable oils are among the best sources of alpha-tocopherol , and significant amounts are available in green leafy vegetables and fortified cereals ( see table 2 for a more detailed list ) [ 7 ] .	1
aneurysm in the aorta	oven-baked potatoes . see what to do : how to bake a potato in the oven . preheat the oven to 425°f . rub the potatoes with olive oil , sprinkle them with salt and pepper , and prick them with the tines of a fork . you can lay them directly on the oven rack or place them on a baking sheet .	0
when you have an ear infection does your ear bubble	why . to see if the air causes your eardrum to move the way a healthy eardrum does . an infected eardrum won t move as it should because the pus presses against it and may make it bulge . an infection also can make the eardrum red	0
what vitamins to grow hair	other vitamins and supplements that show up in claimed hair growing products include vitamin c omega 3 and omega 6 fatty acids amino acids b vitamins vitamin a and vitamin e	1
stages of sickle cell disease	sickle cell anemia sickle cell disease is a disorder of the blood caused by an inherited abnormal hemoglobin the oxygen carrying protein within the red blood cells . the abnormal hemoglobin causes distorted sickled red blood cells	0
diseases disorders of the respiratory system	further , we can avoid money illusion by pricing gas in `` minutes of work at the average wage per gallon of gas , '' instead of dollars per gallon . priced in minutes per gallon , you certainly would n't be longing for yesteryear 's gas prices .	0
icd 10 for history of genital warts	Other international ICD-10 versions may differ. A raised growth on the surface of the genitals caused by human papillomavirus (hpv) infection. The hpv in genital warts is very contagious and can be spread by skin-to-skin contact, usually during oral, anal, or genital sex with an infected partner.	0
how to bring down a1c	in a large sauté pan over medium heat , melt butter . once butter has begun to foam , lay fish in pan . add green garlic or scallions and a pinch of salt . without disturbing the fish , tilt the pan toward you ; using a spoon , ladle green garlic butter over fish .	0
crohn 's disease diagnosis	employers often `` match '' employee contributions , but are not required to do so . while the investments grow in the employees 401k account , they do not pay any taxes on it . advantages and benefits . 401k plans offer many benefits , but there are restrictions also .	0
how long does it take for measles to show	how long does it take to show signs of measles after being exposed it takes an average of 10 � 12 days from exposure to the first symptom which is usually fever	1
what exercises are good for hip pain	“that’s the trick , ” says arslanian . “some exercises actually can make knee and hip arthritis worse .	0
where to buy drugs	making small talk with your pot dealer sucks . buying cocaine can get you shot . what if you could buy and sell drugs online like books or light bulbs ? now you can : welcome to silk road . about three weeks ago , the …	0
generic medication for concerta	generic name methylphenidate oral meth il fen i date brand names concerta metadate cd metadate er methylin quillivant xr ritalin ritalin la ritalin sr	1
2nd toe capsulitis surgery recovery	Pain is typically sharp in nature with occasional radiation to the toes. Swelling is commonly seen at the base of the second toe when the capsulitis involves the second metatarsalphalangeal joint.	1
how to know if you have dandruff or lice	Live eggs-Lice, also known as nits, are attached very tightly onto the hair shaft. They are oval shaped and usually located ½ an inch from the scalp. Unlike dandruff, nits remain attached to the hair shaft even after they have hatched.	0
percentage of trisomy 18	approximately 5 percent of people with trisomy 18 have an extra copy of chromosome 18 in only some of the body 's cells . in these people , the condition is called mosaic trisomy 18 . the severity of mosaic trisomy 18 depends on the type and number of cells that have the extra chromosome .	0
what is the cause of vomiting	philadelphia area households paid an average of 15 9 cents per kilowatt hour kwh of electricity in july 2014 unchanged from july 2013	0
astigmatism cause	hashimoto 's thyroiditis . in hashimoto’s thyroiditis , the goitre is caused by an accumulation of white blood cells and fluid ( inflammation ) in the thyroid gland . this leads to destruction of the thyroid cells and , eventually , thyroid failure ( hypothyroidism ) . in the beginning , thyroid hormone production decreases .	0
how much is teeth whitening	the length of time can range from one week to one month depending on how much whitening you need . this procedure usually costs around 400 and whitens the teeth four to seven shades	1
what is the most common type of thyroid cancer	the prognosis of thyroid cancer is related to the type of cancer and the stage at the time of diagnosis . for the most common form of thyroid cancer papillary the overall prognosis is excellent	1
what chromosome is bipolar disorder found on	velo cardio facial syndrome vcfs a congenital multiple anomaly syndrome caused by abnormalities on chromosome 22 has been found in 2 discrepant diagnostic studies to be associated with bipolar disorder and also schizophrenia	1
how to stop bug bites from itching	a plan to reduce emergency room 'boarding ' of psychiatric patients . alakeson v ( 1 ) , pande n , ludwig m. author information : ( 1 ) nuffield trust , london , england . vidhya.alakeson @ nuffieldtrust.org.uk . overcrowded u.s. emergency rooms have become a place of last resort for psychiatric patients .	0
cost of prenatal care	print out our dmv.org driver 's permit checklist and be fully prepared when visiting the dmv office . you 'll have all the step-by-step instructions , forms , and fees needed to make getting your driver 's permit as easy as 1-2-3 .	0
what is the diagnosis code for colon polyps	benign polyps of the colon are classified to icd-9-cm code 211.3 , benign neoplasm of colon . code 211.4 is assigned for benign polyps of the rectum or anal canal . malignant neoplasm of colon is assigned to category 153 .	1
cardiac muscles that secrete hormones	Atrial natriuretic peptide (ANP), atrial natriuretic factor (ANF), atrial natriuretic hormone (ANH), Cardionatrine, Cardiodilatine (CDD) or atriopeptin, is a powerful vasodilator, and a protein (polypeptide) hormone secreted by heart muscle cells.	0
what bones are removed in a total knee replacement	the thighbone or femur abuts the large bone of the lower leg tibia at the knee joint . during a total knee replacement the end of the femur bone is removed and replaced with a metal shell	1
clonidine withdrawal	clonidine withdrawal symptoms . the list of withdrawal symptoms is large and includes : tremors , visual hallucinations , headache , insomnia , nausea , vomiting , diarrhea , blurred vision , sweating , and fever .	1
what causes outside hip pain	hip pain on the outside of your hip , upper thigh or outer buttock is usually caused by problems with muscles , ligaments , tendons and other soft tissues that surround your hip joint .	1
does being physically active reduce stress	posted on . ( answer # 9 ) . book titles should always be placed in italics when you are typing an essay . if it is a handwritten essay do n't try to do your own italics , however ! when handwritten just ensure the way you choose to highlight a book is consistent and does n't mess up your presentation .	0
cdc immune globulin	Aetna considers intramuscular injection of measles (rubeola) immune globulin medically necessary for unvaccinated individuals exposed to the disease. Aetna considers rubeola immune globulin experimental and investigational for other indications because of insufficient evidence of its safety and effectiveness.	0
drugs that help you focus	blue whales have few predators but are known to fall victim to attacks by sharks and killer whales , and many are injured or die each year from impacts with large ships . blue whales are currently classified as endangered on the world conservation union ( iucn ) red list .	0
how to calculate pregnancy weeks	if you breed two cockapoos together ( not generally done ) , you get an even wider variation of dogs -- some look like minature poodles , others like cocker spaniels . the reason for this is the recessive genes hidden in the first cross that came out in the second generation .	0
how soon does morning sickness start	looking like idiots , they claimed that they had made a mistake , saying that jesus had entered into the holy of holies in heaven instead . by the way , the branch davidian cult ( leader : david koresh ) in waco , texas was an offshoot of seventh-day adventism .	0
how to tell your in labor	to add this drop-down list to a sheet , do the following : create the list in cells a1 : a4 . similarly , you can enter the items in a single row , such as a1 : d1 . select cell e3 . ( you can position the drop-down list in most any cell or even multiple cells. ) . choose validation from the data menu .	0
shingles vaccine incubation period	the incubation period for varicella is 14 to 16 days after exposure to a varicella or a herpes zoster rash with a range of 10 to 21 days	1
how to lower a fever	diverticulitis , infection and inflammation of diverticula , can occur suddenly and without warning . symptoms of diverticulitis may include : alternating diarrhea and constipation . painful cramps or tenderness in the lower abdomen . chills or fever .	0
what essential oil not to use in pregnancy	Oils that are not safe for you to use. Don't use the following essential oils while you are pregnant: Laurel, angelica, thyme, cumin, aniseed, citronella and cinnamon leaf should also be avoided as they could stimulate contractions. There is a lot of confusion over the safety of lavender essential oil in pregnancy.	1
what foods have creatine in them	the other half comes from foods we eat . wild game is considered to be the richest source of creatine but lean red meat and fish particularly herring salmon and tuna are also good sources	1
what foods has vitamin b12	some nutritional yeast products also contain vitamin b12 . fortified foods vary in formulation so it is important to read product labels to determine which added nutrients they contain	0
what percent of alcohol is absorbed through the small intestine	when a person drinks an alcoholic beverage , about 20 percent of the alcohol is absorbed in the stomach and about 80 percent is absorbed in the small intestine . how fast the alcohol is absorbed depends upon several things :	1
how much hydrocodone can you take in a day	netflix released season 2 of original series orange is the new black on friday june 6 2014 . now that you ve probably binge watched all 14 episodes	0
what drug will not show up on drug screen	these include prescription medicines nonprescription medicine such as aspirin or acetaminophen vitamins nutritional supplements alcohol and illegal drugs such as cocaine and heroin	0
amount of protein in 2 eggs	an egg is made up of two distinct parts the white and the yolk . both contain protein but more than 50 percent of the protein is located in the white . one large egg white contains 3 6 grams of high quality protein and no fat	0
chronic dry eye	keratoconjunctivitis sicca ( kcs ) , also called dry eye syndrome ( des ) or keratitis sicca , is an eye disease caused by eye dryness , which , in turn , is caused by either decreased tear production or increased tear film evaporation .	1
what vitamin regulates insulin	however the role of adiposity in relationship between vitamin d and insulin resistance has not been resolved 18 . nor do we know the molecular mechanisms by which vitamin d can directly regulate the glucose homeostasis	1
what drug is used to make meth	pseudoephedrine ˌsjuːdoʊ ɨˈfɛdrɪn or ˌsjuːdoʊˈɛfɨdriːn pse is a sympathomimetic drug of the phenethylamine and amphetamine chemical classes . it may be used as a nasal sinus decongestant as a stimulant or as a wakefulness promoting agent	1
good food for acute pancreatitis	alcohol induced pancreatitis is linked to low levels of antioxidants as well following these nutritional tips may help reduce risks and symptoms eliminate all suspected food allergens including dairy milk cheese eggs and ice cream wheat gluten soy corn preservatives and chemical food additives	0
anxiety symptom	once you 've sent your email you can track the click-through statistics in your email reporting . any links we provide from non-constant contact sites or information about non-constant contact products or services are provided as a courtesy and should not be construed as an endorsement by constant contact .	0
does sweating make you lose weight	Perspiration Weight Loss. People differ in how much they sweat, but on average, people lose 1 to 1.5 pounds of water by sweating each day. If you live in a hotter climate, exercise more or have a less efficient thermoregulatory thermostat, you might lose more weight through perspiration.	1
what vein does a picc line go through	a picc is inserted in a peripheral vein in the arm such as the cephalic vein basilic vein or brachial vein and then advanced proximally toward the heart through increasingly larger veins until the tip rests in the distal superior vena cava or cavoatrial junction	1
what drug is known as the date rape drug	rohypnol is the main drug known as the date rape drug due to the amnesic effects it has . it is illegal in the united states but is available in mexico and europe as a drug for insomnia and as a pre anesthetic .	1
which organ does the digestion of protein begin	tori amos born myra ellen amos august 22 1963 is an american singer songwriter pianist and composer . she is a classically trained musician and has a mezzo soprano vocal range . she has been nominated eight times for a grammy award	0
what causes redness on cheeks	rosacea ( say `` roh-zay-shuh '' ) is a very common skin disease that affects people over the age of 30 . it causes redness on your nose , cheeks , chin , and forehead .	1
how long does a fracture fibula take to heal	sometimes stress fractures take a little bit longer to heal . but as a general rule of thumb we sort of pick four weeks as a general range for most fractures to heal but that s just for the bone to heal itself back together	1
what causes joint and bone pain	many different conditions can lead to painful joints , including osteoarthritis , rheumatoid arthritis , bursitis , gout , strains , sprains , and other injuries . joint pain is extremely common .	1
antiviral medications	you can import only photo and video content taken with the built-in camera or captured on the device . you ca n't import photo or video content synced from itunes .	0
how many adults are overweight and obese	over 66 million adults in u s are obese 30 million men and 36 million women . 74 million are overweight 42 million men and 32 million women	1
what is the mortality rate of gangrene	the reported mortality rates for fournier gangrene vary widely ranging as high as 75 . however in the 600 cases of fournier gangrene discovered during a medline search dating back to 1996 100 deaths occurred for a mortality rate of 16 5	1
differences between dementia and alzheimer 's	you can use these steps to manage your files from your iphone , ipad , or ipod touch : if you 're using an earlier version of ios , tap storage & backup , then tap manage storage . tap the name of the app that 's using icloud drive .	0
natural supplements for liver cleanse	high in both vitamin c and antioxidants grapefruit increases the natural cleansing processes of the liver . a small glass of freshly squeezed grapefruit juice will help boost production of the liver detoxification enzymes that help flush out carcinogens and other toxins	1
creatinine range	enter mixed numbers , whole numbers or fractions in the following formats : mixed numbers exactly as 1 1/2 which is one and one half or 25 3/32 which is twenty five and three thirty seconds .	0
cancer that spreads to the bone	each year about 100 000 americans with cancer find out that the cancer has spread to their bones . this is called bone metastasis or bone mets and it s different from cancer that starts in the bone	1
what is detrol prescribed for	tolterodine is used to treat overactive bladder with symptoms of urinary frequency urgency and incontinence	1
pain in back of knee	biceps femoris tendonitis is inflammation of one of the hamstring tendons as it inserts into the back of the knee . symptoms include pain and swelling at the point where the tendon attaches to the bone . there may be pain when bending the knee against resistance with stiffness after exercise and in the mornings .	1
diseases of skeletal system	the most common size i have noted is 36x52 . i do think that the buyer will be much happier with the larger size if it really is going on the crib . sometimes they use the smaller sizes for stroller blankets or as newborns to wrap , or as blankies to drag around .	0
what lowest dose of tramadol	good pain management practice dictates that the dose be individualized according to patient need using the lowest beneficial dose . studies with tramadol in adults have shown that starting at the lowest possible dose and titrating upward will result in fewer discontinuations and increased tolerability .	0
how to treat diarrhea in ulcerative colitis	An ulcerative colitis flare refers to aggravation of the symptoms of bowel inflammation that is marked by disabling symptoms such as: moderate to severe abdominal pain (or cramps) that is not helped by ordinary pain or anti-spasmodic medications. bleeding from the rectum or blood in the stool.	0
how long after being bitten does encephalitis show symptoms	it takes 5 to 15 days after the bite of an infected mosquito to develop symptoms .	1
what drugs do they test for in a drug test	employers may use a standard five panel test of street drugs that includes marijuana thc cocaine pcp opiates e g codeine morphine and amphetamines e g methamphetamine	1
causes of cleft lip and cleft palate	a cleft palate can involve the hard palate the bony front portion of the roof of the mouth and or the soft palate the soft back portion of the roof of the mouth cleft lip and cleft palate can occur on one or both sides of the mouth	0
how many calories needed to lose weight	according to the guinness book of world records the highest town in the world is wenzhuan which was founded in 1955 on the qinghai tibet road north of the tangla mountain range . it is 16 730 feet above sea level	0
difference between cold and sinus infection	the high capacity and density of water relative to the atmosphere , and the great amount of energy required for change of phase of water ( solid-liquid-vapor ) makes the ocean a powerful and stabilizing force of the earth 's climate system .	0
cyanocobalamin injection side effects	chemical properties are properties associated with a chemical change . chemical properties such as re activity , heat of combustion , re activity to water , ph , malleability ; they determine the reaction that will occur during the chemical reaction . parama9000 | student , grade 11 | ( level 1 ) valedictorian .	0
how much does tooth bonding cost	costs of dental bonding may vary depending on where you live . generally , bonding can range in cost from $ 100 to $ 400 per tooth . check with your dental insurance company to find out if the cost of bonding might be fully or partially covered .	1
supplements for celiac	people recently diagnosed with celiac disease are commonly deficient in fiber , iron , calcium , magnesium , zinc , folate , niacin , riboflavin , vitamin b12 , and vitamin d , as well as in calories and protein .	1
how much of brain is used	the misunderstanding of the function of local neurons may have led to the ten percent myth . the myth might have been propagated simply by a truncation of the idea that some use a small percentage of their brains at any given time	0
what medicine is indocin for	this risk will increase the longer you use indomethacin . do not use this medicine just before or after having heart bypass surgery also called coronary artery bypass graft or cabg	0
how much potassium cyanide for suicide	the lethal dose for potassium cyanide is 200–300 mg . the toxicity of potassium cyanide when ingested depends on the acidity of the stomach , because it must react with an acid to become hydrogen cyanide , the deadly form of cyanide .	1
hco3 iv fluids	Sodium (Na+) is the principal cation of the extracellular fluid and plays a large part in the therapy of fluid and electrolyte disturbances. Bicarbonate (HCO3-) is a normal constituent of body fluids and the normal plasma level ranges from 24 to 31 mEq/liter.	0
how long does it take to feel better after a diverticulitis attack	most cases of promptly treated diverticulitis will improve in 2 to 3 days . if your doctor prescribed antibiotics , take them as directed . do not stop taking them just because you feel better .	1
active ingredients in allegra	fexofenadine hydrochloride the active ingredient of allegra fexofenadine hcl tablets allegra fexofenadine hcl odt and allegra fexofenadine hcl oral suspension is a histamine h1 receptor antagonist with the chemical name � 4 1 nylmethyl 1 piperidinyl butyl α α dimethylhydroxy 4 benzeneacetic acid hydrochloride	1
colors of bowel movements in adults	today hair color remains hot with a booming 75 percent of american women reportedly coloring their hair . in 1950 only about 7 percent of american women colored their hair	0
how long does the average erection last using cialis	slowly over the last 5 or 6 years i have noticed that obtaining and maintaining an erection have gotten more challenging sometimes to the point where the erection is completely gone and having to get it again to finish off	0
what dosage of suboxone do	there have been reported deaths of opioid naive individuals who received a 2 mg dose of buprenorphine as a sublingual tablet for analgesia . suboxone sublingual tablet is not appropriate as an analgesic	0
no carb diet what not to eat	Fortunately, there are foods in most food groups that do not contain carbs. This makes it relatively easy to get a variety of foods when you are on a no carb diet. Some examples of foods that do not contain carbohydrates include: Meat. High in protein and vitamins, most meats do not contain any carbs.	1
what color is liver in dogs	in dogs , the liver color is caused by dilution of the eumelanin ( black ) pigment by the b locus . the gene that causes liver is recessive , so a bb or bb dog has normal black pigment . only a bb dog is liver . there are actually several different recessive b genes , but they all turn the coat brown .	1
pathology of ectopic pregnancy	Ectopic Pregnancy Pathology. In tubal ectopic pregnancy, implantation is typically in the wall of the tube, in the connective tissue beneath the serosa. There may be little or no decidual reaction and minimal defense against the permeating trophoblast.	1
endocrine system disorders	[ see the acip recommendations . ] considerations should include provider assessment ( including the number of injections , vaccine availability , likelihood of improved coverage , likelihood of patient return , storage and cost ) , patient preference , and the potential for adverse events .	0
